departamento,municipio,codigo_departamental,codigo_municipal,solar_power_mean_norm,poblacion_expuesta_a_terremotos_norm,poblacion_expuesta_a_inundaciones_norm,poblacion_expuesta_a_ciclones_y_marejadas_norm,poblacion_expuesta_a_deslizamientos_norm,poblacion_afectada_por_sequia_norm,poblacion_expuesta_a_incendios_forestales_norm,capacidad_de_respuesta_norm,infraestructura_norm,iae_norm,solar_suitability_index
La Paz,Santa Elena,HN12,HN1216,0.5231476868072333,0.32000000000000006,1.0,1.0,0.05999999999999994,0.24,0.6451612903225807,0.6451612903225806,0.819672131147541,0.4309074573225517,0.5627273911650248
Choluteca,Apacilagua,HN06,HN0602,0.7436472894455155,0.30999999999999994,0.09000000000000008,1.0,0.42000000000000004,0.030000000000000027,0.903225806451613,0.0,0.7868852459016396,0.5024258760107817,0.5624012118842693
Olancho,Jano,HN15,HN1512,0.23913154706542472,1.0,0.77,1.0,0.53,1.0,0.5483870967741934,0.2795698924731182,0.7540983606557377,0.612848158131177,0.5606724137816976
Copan,San Jose,HN04,HN0417,0.2999713423813749,0.32999999999999996,0.71,1.0,0.67,1.0,0.8064516129032259,0.6451612903225806,0.5573770491803279,0.7152740341419587,0.5563002394560325
Colon,Bonito Oriental,HN02,HN0210,0.32657655156131726,1.0,0.3400000000000001,0.7938144329896907,0.4099999999999999,1.0,0.7096774193548385,0.6451612903225806,0.459016393442623,0.8178796046720576,0.5562589685147299
El Paraiso,Potrerillos,HN07,HN0710,0.27229443943140513,1.0,0.10999999999999999,1.0,0.5,1.0,0.6451612903225807,0.6451612903225806,0.6557377049180327,0.8535489667565139,0.5559994629039303
Olancho,San Esteban,HN15,HN1517,0.20051479167236105,1.0,0.5700000000000001,1.0,0.5900000000000001,1.0,0.6774193548387096,0.2795698924731182,0.7213114754098362,0.778796046720575,0.555814585212346
Cortes,Pimienta,HN05,HN0504,0.48827370963278666,0.24,0.050000000000000044,1.0,1.0,1.0,0.4838709677419355,0.5053763440860215,0.39344262295081966,0.8540880503144654,0.553149940966821
Olancho,Yocon,HN15,HN1522,0.23919455686759775,1.0,0.4,1.0,0.42000000000000004,0.6,0.6774193548387096,0.6451612903225806,0.9508196721311477,0.6686433063791554,0.5517676185611411
Atlantida,Jutiapa,HN01,HN0104,0.363092708257739,1.0,0.06999999999999995,1.0,0.55,1.0,0.5806451612903225,0.2795698924731182,0.6065573770491803,0.7559748427672957,0.5507528741729315
La Paz,Yarula,HN12,HN1219,0.44222926143789765,0.32000000000000006,1.0,1.0,0.19000000000000006,0.15000000000000002,0.6451612903225807,0.6451612903225806,0.7540983606557377,0.6150943396226415,0.548667253466586
Santa Barbara,Santa Rita,HN16,HN1625,0.3375902135559231,0.38,0.5700000000000001,1.0,0.24,1.0,0.8064516129032259,0.6451612903225806,0.5737704918032787,0.8070080862533692,0.5472795938405606
El Paraiso,Yuscaran,HN07,HN0701,0.2455397028838353,1.0,0.51,1.0,0.47,1.0,0.5806451612903225,0.2795698924731182,0.5901639344262296,0.8319856244384547,0.5459710561968861
Olancho,Guata,HN15,HN1510,0.22843796598042623,1.0,0.38,1.0,0.18000000000000005,1.0,0.7419354838709677,0.6451612903225806,1.0,0.45750224618149143,0.5436777062596854
Intibuca,San Juan,HN10,HN1012,0.4478360224660417,0.27,0.08000000000000007,1.0,0.58,1.0,0.6451612903225807,0.6451612903225806,0.6721311475409836,0.6493261455525606,0.5426560791079529
Colon,Limon,HN02,HN0204,0.362374853759093,1.0,0.13000000000000012,0.2371134020618556,0.63,1.0,0.5483870967741934,0.6451612903225806,0.8032786885245903,0.6697214734950585,0.5417193094639394
Olancho,Salama,HN15,HN1516,0.20332196935656838,1.0,0.8300000000000001,1.0,0.49,0.54,0.7741935483870968,0.2795698924731182,0.5409836065573771,0.8765498652291105,0.5415461439803294
Ocotepeque,Dolores Merendon,HN14,HN1404,0.2503210574169421,0.39,1.0,1.0,0.71,0.48,0.4193548387096774,0.6451612903225806,0.6065573770491803,0.9245283018867924,0.5407402928282367
Yoro,Santa Rita,HN18,HN1808,0.4004150059565095,0.22999999999999998,0.09000000000000008,1.0,0.48,1.0,0.7419354838709677,0.8817204301075269,0.4918032786885245,0.8838274932614556,0.5407104798174107
Comayagua,Meambar,HN03,HN0310,0.3898185549380087,0.28,0.42999999999999994,1.0,0.5599999999999999,1.0,0.6774193548387096,0.4731182795698924,0.7704918032786887,0.5149146451033244,0.5396782143353216
Comayagua,Ojos De Agua,HN03,HN0312,0.4403500309361705,0.44999999999999996,0.5599999999999999,1.0,0.21999999999999997,1.0,0.7096774193548385,0.0,0.639344262295082,0.6238993710691824,0.5370275193253763
Francisco Morazan,Guaimaca,HN08,HN0806,0.29604436485221686,1.0,0.78,1.0,0.44999999999999996,0.35,0.5806451612903225,0.2795698924731182,0.5737704918032787,0.7679245283018868,0.5370022340098678
Santa Barbara,San Marcos,HN16,HN1621,0.3535192270471315,0.26,0.48,1.0,0.44000000000000006,1.0,0.7419354838709677,0.6451612903225806,0.639344262295082,0.6605570530098832,0.5360960545453797
Yoro,Jocon,HN18,HN1805,0.34948619339484077,1.0,0.32000000000000006,1.0,0.30000000000000004,0.44000000000000006,0.8709677419354838,0.2795698924731182,0.7049180327868854,0.6588499550763701,0.5349335256143047
Ocotepeque,Santa Fe,HN14,HN1414,0.21099893525552146,0.36,1.0,1.0,0.08000000000000007,1.0,0.7419354838709677,0.6451612903225806,0.5737704918032787,0.9272237196765499,0.5343232420358025
Olancho,San Francisco De Becerra,HN15,HN1518,0.2631825457015148,1.0,0.09999999999999998,1.0,0.44999999999999996,1.0,0.6129032258064515,0.2795698924731182,0.7049180327868854,0.8399820305480683,0.5323565855010686
Francisco Morazan,San Juan De Flores,HN08,HN0820,0.2450646948895549,1.0,0.62,1.0,0.18000000000000005,0.42000000000000004,0.5161290322580645,0.6451612903225806,0.7213114754098362,0.8452830188679246,0.5312578990907332
Lempira,San Sebastian,HN13,HN1321,0.6135125904559571,0.29000000000000004,0.06999999999999995,1.0,0.050000000000000044,0.5,0.6451612903225807,0.6451612903225806,0.934426229508197,0.2997304582210243,0.530912817367991
Francisco Morazan,Villa De San Francisco,HN08,HN0827,0.34136407370790717,1.0,0.10999999999999999,1.0,0.35,1.0,0.7741935483870968,0.2795698924731182,0.3278688524590163,0.8813117699910152,0.5306255955696524
Olancho,Esquipulas Del Norte,HN15,HN1507,0.33520429970645516,1.0,0.10999999999999999,1.0,0.05999999999999994,1.0,0.4193548387096774,0.6451612903225806,0.819672131147541,0.6132075471698113,0.5304288275677042
Ocotepeque,Ocotepeque,HN14,HN1401,0.4951634981742058,0.4099999999999999,0.09999999999999998,1.0,0.26,1.0,0.5806451612903225,0.6451612903225806,0.3114754098360656,0.8232704402515724,0.5302785835632843
Francisco Morazan,Valle De Angeles,HN08,HN0826,0.26210255420481443,1.0,0.6799999999999999,1.0,0.30000000000000004,1.0,0.4516129032258064,0.2795698924731182,0.360655737704918,0.8824797843665768,0.5295247149960388
Francisco Morazan,Talanga,HN08,HN0824,0.3325397837479699,1.0,0.67,1.0,0.42999999999999994,0.32999999999999996,0.6129032258064515,0.2795698924731182,0.39344262295081966,0.8061096136567835,0.5262968361445928
Yoro,Olanchito,HN18,HN1807,0.349182828349589,1.0,0.0,1.0,0.39,1.0,0.4193548387096774,0.6451612903225806,0.40983606557377045,0.8217430368373765,0.5261912550021804
La Paz,Santa Maria,HN12,HN1217,0.33628925675852633,0.29000000000000004,1.0,1.0,0.06999999999999995,0.42000000000000004,0.7096774193548385,0.6451612903225806,0.6229508196721312,0.7842767295597485,0.5258627044660915
Intibuca,San Isidro,HN10,HN1011,0.2609142031643277,0.37,0.72,1.0,0.30000000000000004,1.0,0.6451612903225807,0.6451612903225806,0.6721311475409836,0.7084456424079065,0.5255453920378875
Comayagua,La Libertad,HN03,HN0306,0.37847205511208,0.5700000000000001,0.64,1.0,0.4,0.49,0.5161290322580645,0.2795698924731182,0.6885245901639343,0.6878706199460917,0.5252509768593704
Copan,La Jigua,HN04,HN0411,0.3443528949500809,0.30000000000000004,0.14,1.0,0.5,1.0,0.7741935483870968,0.6451612903225806,0.6885245901639343,0.706648697214735,0.5239505193897501
Intibuca,San Miguelito,HN10,HN1014,0.4946289499234104,0.35,0.11999999999999988,1.0,0.06999999999999995,1.0,0.5161290322580645,0.6451612903225806,0.7377049180327869,0.5189577717879604,0.5238122079068812
Intibuca,Yamaranguila,HN10,HN1016,0.5657785275108193,0.22999999999999998,0.05999999999999994,1.0,0.26,0.35,0.6451612903225807,0.6451612903225806,0.7704918032786887,0.577717879604672,0.5236111948526068
Lempira,Talgua,HN13,HN1323,0.25388259989569845,0.29000000000000004,1.0,1.0,0.38,0.44000000000000006,0.7096774193548385,0.6451612903225806,0.6557377049180327,0.7930817610062892,0.520979566233346
Francisco Morazan,Vallecillo,HN08,HN0828,0.2103536269392837,1.0,0.8200000000000001,1.0,0.15000000000000002,0.47,0.8064516129032259,0.6451612903225806,0.6557377049180327,0.5797843665768194,0.5206211378685571
Comayagua,Esquias,HN03,HN0304,0.3598572265320611,1.0,0.37,1.0,0.4,0.39,0.6774193548387096,0.6451612903225806,0.6885245901639343,0.3560646900269542,0.5203121831117619
Ocotepeque,Lucerna,HN14,HN1408,0.40649995939257494,0.3400000000000001,0.30999999999999994,1.0,0.08000000000000007,0.49,0.8064516129032259,0.6451612903225806,0.7540983606557377,0.7550763701707098,0.5200376201603686
Olancho,Guayape,HN15,HN1511,0.26524258927174643,1.0,0.05999999999999994,1.0,0.5,0.48,0.7419354838709677,0.6451612903225806,0.8524590163934428,0.6146451033243485,0.5199195117652774
Ocotepeque,Sinuapa,HN14,HN1416,0.38801270260898163,0.38,0.5900000000000001,1.0,0.35,0.48,0.5483870967741934,0.6451612903225806,0.5081967213114754,0.7955076370170711,0.5187361720685789
Ocotepeque,San Marcos,HN14,HN1413,0.3666511249618771,0.30000000000000004,0.8,1.0,0.53,0.38,0.6129032258064515,0.6451612903225806,0.3278688524590163,0.8557951482479784,0.5183265518718725
Olancho,Gualaco,HN15,HN1508,0.21233173747684436,1.0,0.11999999999999988,1.0,0.29000000000000004,1.0,0.7096774193548385,0.6451612903225806,0.8032786885245903,0.6053908355795148,0.5170217702047253
Olancho,Juticalpa,HN15,HN1501,0.2556271451379567,1.0,0.5,1.0,0.22999999999999998,1.0,0.38709677419354815,0.2795698924731182,0.5081967213114754,0.8283018867924529,0.5141236626839464
Santa Barbara,El Nispero,HN16,HN1609,0.33580045594686725,0.32000000000000006,0.09000000000000008,1.0,0.10999999999999999,1.0,0.7741935483870968,0.6451612903225806,0.7704918032786887,0.806199460916442,0.5133089634202715
Olancho,La Union,HN15,HN1513,0.17614101778734575,1.0,0.11999999999999988,1.0,0.53,1.0,0.7741935483870968,0.6451612903225806,0.6557377049180327,0.6445642407906558,0.5117892282157946
La Paz,La Paz,HN12,HN1201,0.4468551536168193,0.24,0.09000000000000008,1.0,0.39,1.0,0.4193548387096774,0.5483870967741935,0.4918032786885245,0.832345013477089,0.5111947781437384
Ocotepeque,San Fernando,HN14,HN1410,0.259117409367689,0.32999999999999996,0.5599999999999999,1.0,0.5599999999999999,0.45999999999999996,0.8387096774193548,0.6451612903225806,0.639344262295082,0.8137466307277628,0.5109808277422659
Lempira,Lepaera,HN13,HN1313,0.31226345880674516,0.18000000000000005,0.5700000000000001,1.0,0.4099999999999999,1.0,0.5806451612903225,0.2795698924731182,0.7540983606557377,0.7219227313566936,0.5103115240846793
Copan,Veracruz,HN04,HN0423,0.2650846513490559,0.44999999999999996,0.13000000000000012,1.0,0.62,1.0,0.8064516129032259,0.6451612903225806,0.5409836065573771,0.7805031446540881,0.5091734643836386
Santa Barbara,Chinda,HN16,HN1608,0.4120644998697413,0.37,0.13000000000000012,1.0,0.30999999999999994,1.0,0.6451612903225807,0.2795698924731182,0.5081967213114754,0.8261455525606469,0.5089449743846324
Ocotepeque,Belen Gualcho,HN14,HN1402,0.3195669149566226,0.26,0.61,1.0,0.32999999999999996,0.4,0.6129032258064515,0.6451612903225806,0.7540983606557377,0.7920035938903864,0.5088908737539465
Comayagua,El Rosario,HN03,HN0303,0.45087247406318537,0.19999999999999996,0.42000000000000004,1.0,0.32000000000000006,0.32000000000000006,0.5161290322580645,0.6451612903225806,0.7049180327868854,0.6889487870619947,0.5084178543586158
Lempira,Las Flores,HN13,HN1310,0.3090217896434669,0.30000000000000004,0.8,1.0,0.06999999999999995,0.42999999999999994,0.6774193548387096,0.6451612903225806,0.639344262295082,0.8373764600179695,0.5067329244129701
La Paz,Chinacla,HN12,HN1205,0.3054307520835502,0.32000000000000006,0.67,1.0,0.10999999999999999,0.42000000000000004,0.7096774193548385,0.6451612903225806,0.7213114754098362,0.816711590296496,0.5065417794772951
Santa Barbara,Macuelizo,HN16,HN1612,0.3571403852244616,0.30999999999999994,0.09000000000000008,1.0,0.32999999999999996,1.0,0.5806451612903225,0.6451612903225806,0.6229508196721312,0.791644204851752,0.5053554114744984
Colon,Saba,HN02,HN0205,0.22546143770396182,1.0,0.06999999999999995,1.0,0.47,1.0,0.5806451612903225,0.6451612903225806,0.37704918032786894,0.8764600179694519,0.5051591972196672
Olancho,Patuca,HN15,HN1523,0.1729717771309292,1.0,0.77,1.0,0.20999999999999996,1.0,0.6774193548387096,0.2795698924731182,0.5737704918032787,0.5801437556154537,0.504755202651677
Copan,Cucuyagua,HN04,HN0406,0.3775845653136643,0.30000000000000004,0.67,1.0,0.21999999999999997,0.42000000000000004,0.5806451612903225,0.2795698924731182,0.6229508196721312,0.8245283018867924,0.5017197143167501
Copan,San Nicolas,HN04,HN0419,0.25193962750072135,0.32000000000000006,0.65,1.0,0.6799999999999999,1.0,0.7096774193548385,0.2795698924731182,0.4918032786885245,0.6533692722371968,0.4976552645027708
Intibuca,Intibuca,HN10,HN1006,0.3120341975815792,0.22999999999999998,0.5700000000000001,1.0,0.26,1.0,0.4193548387096774,0.6451612903225806,0.6885245901639343,0.6215633423180594,0.4972401172404617
Olancho,Mangulile,HN15,HN1514,0.24533729401751278,1.0,0.3400000000000001,1.0,0.05999999999999994,0.6,0.8709677419354838,0.2795698924731182,0.9508196721311477,0.4243486073674752,0.49642143999577665
Francisco Morazan,Marale,HN08,HN0811,0.16950881503522003,1.0,0.6,1.0,0.06999999999999995,0.4099999999999999,0.8709677419354838,0.2795698924731182,0.8688524590163936,0.65696316262354,0.49494620656610533
Comayagua,San Jeronimo,HN03,HN0313,0.38054525230559016,0.5700000000000001,0.55,1.0,0.4099999999999999,0.38,0.6129032258064515,0.2795698924731182,0.6229508196721312,0.5166217430368374,0.4949007827498964
Lempira,La Union,HN13,HN1311,0.27638208341579396,0.28,0.51,1.0,0.26,0.61,0.6451612903225807,0.6451612903225806,0.6557377049180327,0.8417789757412398,0.492853139196939
Olancho,Catacamas,HN15,HN1503,0.20764079087452905,1.0,0.030000000000000027,1.0,0.22999999999999998,1.0,0.4193548387096774,0.6451612903225806,0.7704918032786887,0.6911051212938005,0.49245332410204384
Olancho,Campamento,HN15,HN1502,0.22211661111878403,1.0,0.45999999999999996,1.0,0.24,0.61,0.4838709677419355,0.2795698924731182,0.6721311475409836,0.7632524707996406,0.49208992841380894
Copan,San Pedro,HN04,HN0420,0.3457019123398829,0.37,0.08000000000000007,1.0,0.37,0.47,0.8387096774193548,1.0,0.4426229508196721,0.7986522911051214,0.49184577415659964
Cortes,San Manuel,HN05,HN0509,0.4732441515773377,0.14,0.06999999999999995,1.0,0.73,1.0,0.19354838709677413,0.2795698924731182,0.3114754098360656,0.8631626235399821,0.48929065423913526
Gracias A Dios,Wampusirpi,HN09,HN0906,0.14072872948401424,1.0,0.09999999999999998,1.0,1.0,1.0,0.8709677419354838,0.6881720430107526,0.8524590163934428,0.0,0.4891676236254159
Cortes,Santa Cruz De Yojoa,HN05,HN0510,0.46400746354467043,0.11999999999999988,0.050000000000000044,1.0,0.54,1.0,0.4838709677419355,0.4623655913978494,0.2786885245901639,0.8058400718778077,0.4890060095218405
Colon,Tocoa,HN02,HN0209,0.23161737774955393,1.0,0.030000000000000027,1.0,0.42000000000000004,1.0,0.38709677419354815,0.6451612903225806,0.360655737704918,0.8652291105121294,0.48673843800179056
Cortes,La Lima,HN05,HN0512,0.48147363297075596,0.11999999999999988,0.030000000000000027,1.0,0.54,1.0,0.4193548387096774,0.2795698924731182,0.2786885245901639,0.8648697214734951,0.48641138109236703
Santa Barbara,Arada,HN16,HN1602,0.3275081082057291,0.30000000000000004,0.10999999999999999,1.0,0.06999999999999995,1.0,0.6451612903225807,0.6451612903225806,0.5901639344262296,0.8232704402515724,0.4839390172752692
Comayagua,Villa De San Antonio,HN03,HN0319,0.4590725532745411,0.24,0.10999999999999999,1.0,0.5900000000000001,0.15999999999999992,0.6129032258064515,0.6451612903225806,0.5245901639344263,0.6637017070979335,0.48153683881384146
Lempira,San Rafael,HN13,HN1320,0.21999456771939083,0.27,0.5599999999999999,1.0,0.13000000000000012,1.0,0.7096774193548385,0.2795698924731182,0.7213114754098362,0.8132973944294699,0.48121812547066356
Intibuca,Jesus De Otoro,HN10,HN1007,0.43361662146728364,0.29000000000000004,0.050000000000000044,1.0,0.11999999999999988,1.0,0.5483870967741934,0.2795698924731182,0.6065573770491803,0.6650494159928122,0.480208217247856
Ocotepeque,La Encarnacion,HN14,HN1406,0.20004634500686733,0.36,1.0,1.0,0.06999999999999995,0.49,0.7096774193548385,0.6451612903225806,0.4754098360655738,0.8478885893980234,0.4795847729761826
Copan,San Agustin,HN04,HN0414,0.19260260024928488,0.35,0.32999999999999996,1.0,0.53,0.51,0.7741935483870968,0.6451612903225806,0.8524590163934428,0.7102425876010782,0.4791907479060566
Gracias A Dios,Brus Laguna,HN09,HN0902,0.21494044652955682,1.0,0.49,0.0,1.0,1.0,0.6774193548387096,1.0,0.7213114754098362,0.012488769092542677,0.47845434202590537
Intibuca,San Francisco De Opalaca,HN10,HN1017,0.19240012265862733,0.38,0.79,1.0,0.06999999999999995,1.0,0.4838709677419355,0.6451612903225806,0.8852459016393444,0.43063791554357594,0.4780187472294567
Copan,Concepcion,HN04,HN0403,0.21461038846887415,0.32000000000000006,0.63,1.0,0.22999999999999998,0.48,0.5806451612903225,0.6451612903225806,0.819672131147541,0.7474393530997304,0.47752155858238143
Santa Barbara,Concepcion Del Norte,HN16,HN1606,0.3178479384814538,0.30999999999999994,0.11999999999999988,1.0,0.13000000000000012,1.0,0.7419354838709677,0.6451612903225806,0.5245901639344263,0.7388140161725067,0.47656139002758924
Lempira,La Iguala,HN13,HN1309,0.3279339941203046,0.20999999999999996,0.050000000000000044,1.0,0.050000000000000044,1.0,0.4516129032258064,0.6451612903225806,0.8688524590163936,0.706648697214735,0.47548185227489687
Copan,Dolores,HN04,HN0407,0.2308032449941007,0.3400000000000001,0.13000000000000012,1.0,0.36,1.0,0.6774193548387096,0.6451612903225806,0.6721311475409836,0.7481581311769991,0.4749132894261851
Francisco Morazan,Santa Lucia,HN08,HN0823,0.32151451505753165,1.0,0.13000000000000012,1.0,0.27,1.0,0.19354838709677413,0.2795698924731182,0.22950819672131148,0.87088948787062,0.4747612465787916
Copan,Dulce Nombre,HN04,HN0408,0.3005480638829095,0.35,0.11999999999999988,1.0,0.48,1.0,0.5806451612903225,0.2795698924731182,0.4754098360655738,0.8599281221922731,0.4739428224858783
Cortes,Villanueva,HN05,HN0511,0.4139798879322329,0.26,0.06999999999999995,1.0,0.5599999999999999,1.0,0.2903225806451615,0.2795698924731182,0.3114754098360656,0.861455525606469,0.4735839037829006
La Paz,Santiago De Puringla,HN12,HN1218,0.2892800274738789,0.25,0.85,1.0,0.10999999999999999,0.4,0.7096774193548385,0.2795698924731182,0.6885245901639343,0.6750224618149147,0.47276185459868875
Lempira,Belen,HN13,HN1302,0.3067519558281348,0.3400000000000001,0.11999999999999988,1.0,0.48,1.0,0.4516129032258064,0.6451612903225806,0.7704918032786887,0.4248876909254268,0.4718559726699361
Copan,Corquin,HN04,HN0405,0.3449690004523216,0.30999999999999994,0.050000000000000044,1.0,0.51,0.4,0.5483870967741934,0.6451612903225806,0.6229508196721312,0.7909254267744834,0.4706880651255546
Copan,San Jeronimo,HN04,HN0416,0.20207923957575408,0.36,0.14,1.0,0.08000000000000007,1.0,0.903225806451613,0.6774193548387096,0.6885245901639343,0.7659478885893981,0.46903949785587945
Atlantida,Esparta,HN01,HN0103,0.28264177496544995,0.32000000000000006,0.06999999999999995,1.0,0.74,1.0,0.6774193548387096,0.2795698924731182,0.5573770491803279,0.6331536388140162,0.4682013459513204
Santa Barbara,Gualala,HN16,HN1610,0.30194494233272084,0.36,0.13000000000000012,1.0,0.47,1.0,0.22580645161290303,0.6451612903225806,0.5081967213114754,0.763162623539982,0.46602311591450124
La Paz,Marcala,HN12,HN1208,0.39959358124811223,0.19999999999999996,0.61,1.0,0.37,0.32000000000000006,0.5161290322580645,0.2795698924731182,0.39344262295081966,0.7487870619946092,0.4652269584905219
Copan,Nueva Arcadia,HN04,HN0413,0.31405722769635463,0.29000000000000004,0.25,1.0,0.4,1.0,0.5161290322580645,0.2795698924731182,0.37704918032786894,0.8311769991015274,0.46288888419580354
Yoro,Yoro,HN18,HN1801,0.28411365801406185,1.0,0.05999999999999994,1.0,0.13000000000000012,0.5,0.4516129032258064,0.2795698924731182,0.7704918032786887,0.6111410601976639,0.4612783354697612
Gracias A Dios,Puerto Lempira,HN09,HN0901,0.20166786878317347,1.0,0.06999999999999995,0.0,1.0,1.0,0.35483870967741926,0.8172043010752688,0.639344262295082,0.572596585804133,0.45952837651844086
Ocotepeque,La Labor,HN14,HN1407,0.16123696997230044,0.30000000000000004,1.0,1.0,0.3400000000000001,0.44999999999999996,0.6451612903225807,0.2795698924731182,0.5409836065573771,0.8355795148247979,0.4581774236715334
Cortes,Puerto Cortes,HN05,HN0506,0.4182176262981026,0.06999999999999995,0.05999999999999994,1.0,0.64,1.0,0.4516129032258064,0.2795698924731182,0.13114754098360662,0.874303683737646,0.45679656049366546
Santa Barbara,Naranjito,HN16,HN1613,0.29707944835954064,0.28,0.14,1.0,0.42999999999999994,1.0,0.6774193548387096,0.2795698924731182,0.5573770491803279,0.6152740341419587,0.4552665711720464
Santa Barbara,Atima,HN16,HN1603,0.2797596355211591,0.25,0.08000000000000007,1.0,0.32000000000000006,1.0,0.5806451612903225,0.2795698924731182,0.6885245901639343,0.7207547169811321,0.45326100744798764
Yoro,Victoria,HN18,HN1810,0.329544588687072,0.44999999999999996,0.11999999999999988,1.0,0.050000000000000044,0.55,0.5483870967741934,0.2795698924731182,0.8032786885245903,0.6911051212938005,0.4532607074524218
Santa Barbara,Las Vegas,HN16,HN1627,0.31271060905062187,0.27,0.11999999999999988,1.0,0.040000000000000036,1.0,0.6451612903225807,0.2795698924731182,0.4918032786885245,0.8486972147349506,0.44978693455307595
Ocotepeque,San Jorge,HN14,HN1412,0.16866962262106153,0.36,0.48,1.0,0.08000000000000007,0.47,0.7741935483870968,0.6451612903225806,0.7213114754098362,0.7590296495956873,0.4459781578372787
Santa Barbara,Concepcion Del Sur,HN16,HN1607,0.2421101142514612,0.35,0.13000000000000012,1.0,0.06999999999999995,1.0,0.22580645161290303,0.6451612903225806,0.6885245901639343,0.8395327942497754,0.44595073004228564
Yoro,Yorito,HN18,HN1811,0.24563029789184604,1.0,0.10999999999999999,1.0,0.050000000000000044,0.36,0.4838709677419355,0.2795698924731182,0.5901639344262296,0.8249775381850853,0.44389550421144963
El Paraiso,Teupasenti,HN07,HN0715,0.18074001539738238,1.0,0.63,1.0,0.030000000000000027,0.32999999999999996,0.4838709677419355,0.2795698924731182,0.8032786885245903,0.4376460017969452,0.4423622271094094
Yoro,El Negrito,HN18,HN1803,0.25731954976507027,0.26,0.09999999999999998,1.0,0.15999999999999992,1.0,0.6129032258064515,0.2795698924731182,0.6885245901639343,0.7422282120395327,0.4422898108101643
Gracias A Dios,Juan Francisco Bulnes,HN09,HN0904,0.14484969850137552,1.0,0.11999999999999988,0.3402061855670102,0.6799999999999999,1.0,0.903225806451613,1.0,0.7213114754098362,0.04061096136567834,0.4418955576741503
El Paraiso,Danli,HN07,HN0703,0.17537395249027518,1.0,0.019999999999999907,1.0,0.0,1.0,0.35483870967741926,1.0,0.34426229508196726,0.7271338724168913,0.44141082270212734
Santa Barbara,Santa Barbara,HN16,HN1601,0.2474621808602054,0.16999999999999993,0.040000000000000036,1.0,0.36,1.0,0.5161290322580645,0.6451612903225806,0.4754098360655738,0.847349505840072,0.4405135039432494
El Paraiso,El Paraiso,HN07,HN0704,0.16879871488467543,1.0,0.050000000000000044,1.0,0.28,1.0,0.7096774193548385,0.2795698924731182,0.22950819672131148,0.8095238095238095,0.4403418906190947
La Paz,San Pedro De Tutule,HN12,HN1214,0.25139506842920173,0.32999999999999996,0.49,1.0,0.19999999999999996,0.44999999999999996,0.6774193548387096,0.6451612903225806,0.34426229508196726,0.8001796945193173,0.4399356987168006
Gracias A Dios,Ahuas,HN09,HN0903,0.25935426092000763,1.0,0.11999999999999988,0.21649484536082475,1.0,1.0,0.6774193548387096,0.0,0.8360655737704918,0.0,0.4376154007110239
Comayagua,Taulabe,HN03,HN0321,0.3193205272538771,0.21999999999999997,0.06999999999999995,1.0,0.16999999999999993,0.5,0.6774193548387096,0.6451612903225806,0.4918032786885245,0.7814914645103325,0.43539488466519427
Atlantida,La Masica,HN01,HN0105,0.16163763256458674,1.0,0.06999999999999995,1.0,0.47,1.0,0.6451612903225807,0.18279569892473116,0.39344262295081966,0.5598382749326145,0.4335507235515402
Comayagua,Siguatepeque,HN03,HN0318,0.28679560187037595,0.09000000000000008,0.64,1.0,0.47,0.61,0.38709677419354815,0.2795698924731182,0.2950819672131148,0.8254267744833782,0.4328336358995497
Atlantida,El Porvenir,HN01,HN0102,0.0,1.0,0.09999999999999998,1.0,1.0,1.0,0.4516129032258064,0.2150537634408602,0.39344262295081966,0.8707996406109614,0.4322736887217695
Yoro,Morazan,HN18,HN1806,0.27407008304506,0.3400000000000001,0.050000000000000044,1.0,0.30999999999999994,1.0,0.4516129032258064,0.0,0.5573770491803279,0.8230008984725966,0.43085909802461186
Atlantida,Arizona,HN01,HN0108,0.15137531687839195,0.26,0.53,1.0,0.5700000000000001,1.0,0.7096774193548385,0.2795698924731182,0.37704918032786894,0.6605570530098832,0.4307011240261586
Copan,Santa Rosa De Copan,HN04,HN0401,0.37493896123591003,0.30000000000000004,0.08000000000000007,1.0,0.47,0.30000000000000004,0.4516129032258064,0.6451612903225806,0.18032786885245905,0.8415992812219227,0.4293761901496841
Comayagua,Comayagua,HN03,HN0301,0.372846895290901,0.05999999999999994,0.4099999999999999,1.0,0.24,1.0,0.32258064516129037,0.03225806451612903,0.3114754098360656,0.7476190476190476,0.42937360103281047
Copan,La Union,HN04,HN0412,0.25095777645789585,0.3400000000000001,0.08000000000000007,1.0,0.3400000000000001,0.4,0.7419354838709677,0.2795698924731182,0.6557377049180327,0.7840071877807727,0.4283043346860581
Yoro,El Progreso,HN18,HN1804,0.34769886579582077,0.22999999999999998,0.0,1.0,0.35,1.0,0.4516129032258064,0.5053763440860215,0.06557377049180327,0.8744833782569632,0.4274659093012634
Copan,Florida,HN04,HN0410,0.1417315955495161,0.32999999999999996,0.06999999999999995,1.0,0.13000000000000012,1.0,0.6774193548387096,0.6451612903225806,0.8032786885245903,0.6123090745732256,0.4238680605585638
Santa Barbara,Quimistan,HN16,HN1617,0.19936583221362048,0.19999999999999996,0.040000000000000036,1.0,0.32000000000000006,1.0,0.2903225806451615,0.2795698924731182,0.8688524590163936,0.7414195867026055,0.42060309530903267
